/Users/oliverclive-griffin/personal/transformer-from-scratch/train.py:66: UserWarning: The operator 'aten::roll' is not currently supported on the MPS backend and will fall back to run on the CPU. This may have performance implications. (Triggered internally at /Users/runner/work/pytorch/pytorch/pytorch/aten/src/ATen/mps/MPSFallback.mm:11.)
  y = torch.roll(x, -1, dims=-1)
epoch 0 batch 0 loss 4.117526054382324
epoch 0 batch 1 loss 4.060884475708008
epoch 0 batch 2 loss 3.991529941558838
epoch 0 batch 3 loss 3.9047799110412598
epoch 0 batch 4 loss 3.7913355827331543
epoch 0 batch 5 loss 3.687112808227539
epoch 0 batch 6 loss 3.626671552658081
epoch 0 batch 7 loss 3.5951404571533203
epoch 0 batch 8 loss 3.452561140060425
epoch 0 batch 9 loss 3.4173710346221924
epoch 0 batch 10 loss 3.3510851860046387
epoch 0 batch 11 loss 3.3356151580810547
epoch 0 batch 12 loss 3.301809549331665
epoch 0 batch 13 loss 3.2173943519592285
epoch 0 batch 14 loss 3.189913749694824
epoch 0 batch 15 loss 3.121474504470825
epoch 0 batch 16 loss 3.1421055793762207
epoch 0 batch 17 loss 3.0836496353149414
epoch 0 batch 18 loss 3.068345069885254
epoch 0 batch 19 loss 3.051506996154785
epoch 0 batch 20 loss 3.0508627891540527
epoch 0 batch 21 loss 3.002605438232422
epoch 0 batch 22 loss 2.964756965637207
epoch 0 batch 23 loss 3.0018703937530518
epoch 0 batch 24 loss 2.955498456954956
epoch 0 batch 25 loss 2.939633369445801
epoch 0 batch 26 loss 2.947312831878662
epoch 0 batch 27 loss 2.8506381511688232
epoch 0 batch 28 loss 2.881326675415039
epoch 0 batch 29 loss 2.867504358291626
epoch 0 batch 30 loss 2.855459690093994
epoch 0 batch 31 loss 2.9219725131988525
epoch 0 batch 32 loss 2.8059611320495605
epoch 0 batch 33 loss 2.864084243774414
epoch 0 batch 34 loss 2.7790215015411377
epoch 0 batch 35 loss 2.7219934463500977
epoch 0 batch 36 loss 2.7632410526275635
epoch 0 batch 37 loss 2.740532875061035
epoch 0 batch 38 loss 2.7516889572143555
epoch 0 batch 39 loss 2.7459897994995117
epoch 0 batch 40 loss 2.7778522968292236
epoch 0 batch 41 loss 2.6701064109802246
epoch 0 batch 42 loss 2.681760787963867
epoch 0 batch 43 loss 2.7421700954437256
epoch 0 batch 44 loss 2.728808879852295
epoch 0 batch 45 loss 2.716831684112549
epoch 0 batch 46 loss 2.6592719554901123
epoch 0 batch 47 loss 2.656001091003418
epoch 0 batch 48 loss 2.7078609466552734
epoch 0 batch 49 loss 2.725581169128418
epoch 0 batch 50 loss 2.639517307281494
epoch 0 batch 51 loss 2.7088451385498047
epoch 0 batch 52 loss 2.714141845703125
epoch 0 batch 53 loss 2.6503803730010986
epoch 0 batch 54 loss 2.651390552520752
epoch 0 batch 55 loss 2.7485737800598145
epoch 0 batch 56 loss 2.713001251220703
epoch 0 batch 57 loss 2.6358745098114014
epoch 0 batch 58 loss 2.5615057945251465
epoch 0 batch 59 loss 2.597018241882324
epoch 0 batch 60 loss 2.5973992347717285
epoch 0 batch 61 loss 2.6101014614105225
epoch 0 batch 62 loss 2.584555149078369
epoch 0 batch 63 loss 2.6516761779785156
epoch 0 batch 64 loss 2.6049509048461914
epoch 0 batch 65 loss 2.6256799697875977
epoch 0 batch 66 loss 2.648632526397705
epoch 0 batch 67 loss 2.573953151702881
epoch 0 batch 68 loss 2.5945029258728027
epoch 0 batch 69 loss 2.6280829906463623
epoch 0 batch 70 loss 2.6148476600646973
epoch 0 batch 71 loss 2.50931715965271
epoch 0 batch 72 loss 2.565591335296631
epoch 0 batch 73 loss 2.61783504486084
epoch 0 batch 74 loss 2.549168109893799
epoch 0 batch 75 loss 2.525858163833618
epoch 0 batch 76 loss 2.5798122882843018
